posting_id,job_title,region,seniority_level,required_skills_text,ground_truth_skills
JOB-0219,Machine Learning Engineer,North America,Lead,"Seeking Lead Machine Learning Engineer proficient in Python, Docker/Kubernetes, Git/CI-CD, MLOps, Cloud (AWS/GCP/Azure), PyTorch, Deep Learning.","Python, Docker/Kubernetes, Git/CI-CD, MLOps, Cloud (AWS/GCP/Azure), PyTorch, Deep Learning"
JOB-0220,AI Research Scientist,Asia-Pacific,Junior,"Seeking Junior AI Research Scientist proficient in Deep Learning, PyTorch, TensorFlow, Python.","Deep Learning, PyTorch, TensorFlow, Python"
JOB-0221,Machine Learning Engineer,Europe,Senior,"Seeking Senior Machine Learning Engineer proficient in Deep Learning, Cloud (AWS/GCP/Azure), PyTorch, Git/CI-CD, MLOps.","Deep Learning, Cloud (AWS/GCP/Azure), PyTorch, Git/CI-CD, MLOps"
JOB-0222,AI Research Scientist,North America,Junior,"Seeking Junior AI Research Scientist proficient in Python, LLMs/NLP, Deep Learning, Mathematics.","Python, LLMs/NLP, Deep Learning, Mathematics"
JOB-0223,Data Scientist,North America,Lead,"Seeking Lead Data Scientist proficient in Machine Learning, R, SQL, Scikit-Learn, Tableau/PowerBI.","Machine Learning, R, SQL, Scikit-Learn, Tableau/PowerBI"
JOB-0224,Machine Learning Engineer,North America,Mid-Level,"Seeking Mid-Level Machine Learning Engineer proficient in PyTorch, MLOps, Git/CI-CD, Deep Learning, Docker/Kubernetes, Python, Cloud (AWS/GCP/Azure).","PyTorch, MLOps, Git/CI-CD, Deep Learning, Docker/Kubernetes, Python, Cloud (AWS/GCP/Azure)"
JOB-0225,Cloud Solution Architect,Europe,Junior,"Seeking Junior Cloud Solution Architect proficient in Linux, Docker/Kubernetes, Cloud (AWS/GCP/Azure), Git/CI-CD, Go, Python.","Linux, Docker/Kubernetes, Cloud (AWS/GCP/Azure), Git/CI-CD, Go, Python"
JOB-0226,Data Scientist,Asia-Pacific,Junior,"Seeking Junior Data Scientist proficient in Data Modeling, SQL, Machine Learning, Python, R, Scikit-Learn.","Data Modeling, SQL, Machine Learning, Python, R, Scikit-Learn"
JOB-0227,Data Engineer,Europe,Junior,"Seeking Junior Data Engineer proficient in Python, NoSQL, PySpark/Spark, ETL Pipelines, Docker/Kubernetes, SQL.","Python, NoSQL, PySpark/Spark, ETL Pipelines, Docker/Kubernetes, SQL"
JOB-0228,Data Scientist,North America,Mid-Level,"Seeking Mid-Level Data Scientist proficient in Machine Learning, Scikit-Learn, Tableau/PowerBI, Python, R, Data Modeling, SQL.","Machine Learning, Scikit-Learn, Tableau/PowerBI, Python, R, Data Modeling, SQL"
JOB-0229,Machine Learning Engineer,Europe,Lead,"Seeking Lead Machine Learning Engineer proficient in Python, Git/CI-CD, MLOps, Deep Learning, Cloud (AWS/GCP/Azure), PyTorch.","Python, Git/CI-CD, MLOps, Deep Learning, Cloud (AWS/GCP/Azure), PyTorch"
JOB-0230,BI Developer,North America,Lead,"Seeking Lead BI Developer proficient in Excel, SQL, Python, Data Modeling, ETL Pipelines.","Excel, SQL, Python, Data Modeling, ETL Pipelines"
JOB-0231,Machine Learning Engineer,Europe,Junior,"Seeking Junior Machine Learning Engineer proficient in MLOps, Cloud (AWS/GCP/Azure), Docker/Kubernetes, Python, PyTorch, Git/CI-CD, Deep Learning.","MLOps, Cloud (AWS/GCP/Azure), Docker/Kubernetes, Python, PyTorch, Git/CI-CD, Deep Learning"
JOB-0232,Data Scientist,North America,Mid-Level,"Seeking Mid-Level Data Scientist proficient in Machine Learning, Tableau/PowerBI, SQL, Scikit-Learn, Data Modeling.","Machine Learning, Tableau/PowerBI, SQL, Scikit-Learn, Data Modeling"
JOB-0233,Machine Learning Engineer,North America,Lead,"Seeking Lead Machine Learning Engineer proficient in PyTorch, MLOps, Docker/Kubernetes, Git/CI-CD.","PyTorch, MLOps, Docker/Kubernetes, Git/CI-CD"
JOB-0234,BI Developer,North America,Junior,"Seeking Junior BI Developer proficient in SQL, Data Modeling, Excel, Python.","SQL, Data Modeling, Excel, Python"
JOB-0235,BI Developer,North America,Junior,"Seeking Junior BI Developer proficient in Tableau/PowerBI, Data Modeling, ETL Pipelines, Python.","Tableau/PowerBI, Data Modeling, ETL Pipelines, Python"
JOB-0236,Machine Learning Engineer,North America,Mid-Level,"Seeking Mid-Level Machine Learning Engineer proficient in Python, Git/CI-CD, Docker/Kubernetes, PyTorch.","Python, Git/CI-CD, Docker/Kubernetes, PyTorch"
JOB-0237,Data Scientist,Europe,Junior,"Seeking Junior Data Scientist proficient in Scikit-Learn, Machine Learning, R, Python, Data Modeling, Tableau/PowerBI.","Scikit-Learn, Machine Learning, R, Python, Data Modeling, Tableau/PowerBI"
JOB-0238,Machine Learning Engineer,North America,Junior,"Seeking Junior Machine Learning Engineer proficient in MLOps, Deep Learning, Python, Cloud (AWS/GCP/Azure), Docker/Kubernetes, Git/CI-CD, PyTorch.","MLOps, Deep Learning, Python, Cloud (AWS/GCP/Azure), Docker/Kubernetes, Git/CI-CD, PyTorch"
JOB-0239,Machine Learning Engineer,North America,Junior,"Seeking Junior Machine Learning Engineer proficient in Python, Git/CI-CD, MLOps, Docker/Kubernetes, PyTorch, Deep Learning.","Python, Git/CI-CD, MLOps, Docker/Kubernetes, PyTorch, Deep Learning"
JOB-0240,BI Developer,Europe,Mid-Level,"Seeking Mid-Level BI Developer proficient in ETL Pipelines, Excel, Tableau/PowerBI, Python, Data Modeling.","ETL Pipelines, Excel, Tableau/PowerBI, Python, Data Modeling"
JOB-0241,Data Scientist,Europe,Junior,"Seeking Junior Data Scientist proficient in Tableau/PowerBI, SQL, Data Modeling, Machine Learning.","Tableau/PowerBI, SQL, Data Modeling, Machine Learning"
JOB-0242,AI Research Scientist,North America,Lead,"Seeking Lead AI Research Scientist proficient in Deep Learning, Python, Mathematics, LLMs/NLP, PyTorch, TensorFlow.","Deep Learning, Python, Mathematics, LLMs/NLP, PyTorch, TensorFlow"
JOB-0243,AI Research Scientist,Asia-Pacific,Senior,"Seeking Senior AI Research Scientist proficient in Mathematics, PyTorch, Python, TensorFlow, LLMs/NLP, Deep Learning.","Mathematics, PyTorch, Python, TensorFlow, LLMs/NLP, Deep Learning"
JOB-0244,Data Engineer,North America,Lead,"Seeking Lead Data Engineer proficient in Python, SQL, NoSQL, PySpark/Spark.","Python, SQL, NoSQL, PySpark/Spark"
JOB-0245,Cloud Solution Architect,North America,Lead,"Seeking Lead Cloud Solution Architect proficient in Cloud (AWS/GCP/Azure), Docker/Kubernetes, Go, Python, Linux.","Cloud (AWS/GCP/Azure), Docker/Kubernetes, Go, Python, Linux"
JOB-0246,Data Scientist,Europe,Mid-Level,"Seeking Mid-Level Data Scientist proficient in SQL, Machine Learning, Data Modeling, R, Scikit-Learn.","SQL, Machine Learning, Data Modeling, R, Scikit-Learn"
JOB-0247,Data Engineer,North America,Lead,"Seeking Lead Data Engineer proficient in ETL Pipelines, NoSQL, Docker/Kubernetes, PySpark/Spark, SQL.","ETL Pipelines, NoSQL, Docker/Kubernetes, PySpark/Spark, SQL"
JOB-0248,Cloud Solution Architect,North America,Mid-Level,"Seeking Mid-Level Cloud Solution Architect proficient in Git/CI-CD, Docker/Kubernetes, Linux, Go, Cloud (AWS/GCP/Azure), Python.","Git/CI-CD, Docker/Kubernetes, Linux, Go, Cloud (AWS/GCP/Azure), Python"
JOB-0249,Data Engineer,North America,Mid-Level,"Seeking Mid-Level Data Engineer proficient in ETL Pipelines, Python, PySpark/Spark, SQL, NoSQL.","ETL Pipelines, Python, PySpark/Spark, SQL, NoSQL"
JOB-0250,Data Scientist,North America,Junior,"Seeking Junior Data Scientist proficient in Scikit-Learn, Tableau/PowerBI, Machine Learning, SQL.","Scikit-Learn, Tableau/PowerBI, Machine Learning, SQL"
